target,platform,amount
0xC859BF9d7B8C557bBd229565124c2C09269F3aEF,aura,14591403504.9100
0xC859BF9d7B8C557bBd229565124c2C09269F3aEF,balancer,6689009928.7155
0xF849D20a927C892Ad2C476a5cc7E2cDbD9BbC18f,aura,414828525.6785
0xF849D20a927C892Ad2C476a5cc7E2cDbD9BbC18f,balancer,190166225.3425
0xFc3f916C28f32DEBA1cc04b1F6011F28a691134c,aura,457128975.8431
0xFc3f916C28f32DEBA1cc04b1F6011F28a691134c,balancer,209557652.0168
0x79eF6103A513951a3b25743DB509E267685726B7,aura,9292746554.7522
0x79eF6103A513951a3b25743DB509E267685726B7,balancer,4259992806.6453
0xCD19892916929F013930ed628547Cc1F439b230e,aura,844654403.7236
0xCD19892916929F013930ed628547Cc1F439b230e,balancer,387207556.2121
0xf7B0751Fea697cf1A541A5f57D11058a8fB794ee,aura,7018285918.0785
0xf7B0751Fea697cf1A541A5f57D11058a8fB794ee,balancer,3217331641.3870
0x192e80145D8A78B4eF6ec5De5c8fD51aFC7F9c5e,aura,0
0x192e80145D8A78B4eF6ec5De5c8fD51aFC7F9c5e,balancer,0
0x6A58e7C904eCF991A3183d28FC73bE90732B7a30,aura,1619318231.0363
0x6A58e7C904eCF991A3183d28FC73bE90732B7a30,balancer,742329942.5246
0x0021e01B9fAb840567a8291b864fF783894EabC6,aura,2894902423.4924
0x0021e01B9fAb840567a8291b864fF783894EabC6,balancer,1327084885.7608
0x4B14d90f76FCF4D69CbCCdf87643E5DD7815D21A,aura,0
0x4B14d90f76FCF4D69CbCCdf87643E5DD7815D21A,balancer,0
0xF6A7ad46b00300344C7d4739C0518db70e722DC4,aura,915203532.5540
0xF6A7ad46b00300344C7d4739C0518db70e722DC4,balancer,419548778.4289
0xa8B309a75f0D64ED632d45A003c68A30e59A1D8b,aura,30869850821.2352
0xa8B309a75f0D64ED632d45A003c68A30e59A1D8b,balancer,14151396647.4663
0x95201B61EF19C867dA0D093DF20021e1a559452c,aura,0
0x95201B61EF19C867dA0D093DF20021e1a559452c,balancer,0
0x0B9Ea598757c7D03FB1937cc16bdD2C9D416ff80,aura,1801353543.1920
0x0B9Ea598757c7D03FB1937cc16bdD2C9D416ff80,balancer,825778804.0392
0x0BcDb6d9b27Bd62d3De605393902C7d1a2c71Aab,aura,325490924.9098
0x0BcDb6d9b27Bd62d3De605393902C7d1a2c71Aab,balancer,149211967.6970
0x253ED65fff980AEE7E94a0dC57BE304426048b35,aura,4868210946.9855
0x253ED65fff980AEE7E94a0dC57BE304426048b35,balancer,2231691512.6437
0x5C0F23A5c1be65Fa710d385814a7Fd1Bda480b1C,aura,9608275895.1722
0x5C0F23A5c1be65Fa710d385814a7Fd1Bda480b1C,balancer,4404638171.9907
0x2C2179abce3413E27BDA6917f60ae37F96D01826,aura,4771726514.0773
0x2C2179abce3413E27BDA6917f60ae37F96D01826,balancer,2187460995.0330
0x10a361766e64D7983a97202ac3a0F4cee06Eb717,aura,548612825.2790
0x10a361766e64D7983a97202ac3a0F4cee06Eb717,balancer,251495795.7318
0x70754AB20c63cc65Ea12206CF28342723d731aC6,aura,0
0x70754AB20c63cc65Ea12206CF28342723d731aC6,balancer,0
0x0A4825154bCFD493d15777184d01B93e8115215a,aura,0
