pool_id,chain,symbol,bpt_price,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,0.4938,3208.1730,6025.0664,3244.2665,9777.3846,6655.0397,3122.3450,508.0517,0,1736869709
0xf0ad209e2e969eaaa8c882aac71f02d8a047d5c2000200000000000000000b49,polygon,ECLP-WMATIC-stMATIC,0.5028,155.4872,292.0107,157.2365,0.0000,0.0000,0.0000,-449.2473,0,1736878241
0xa8cbbffe0d62797afaf7af0a23810bd5ba39a4dd000200000000000000000f04,polygon,ECLP-GYD-AUSDT,1.0049,20.3526,38.2229,20.5816,0.0000,0.0000,0.0000,-58.8045,0,1736870630
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,3521.8235,23930.2878,22209.5935,11959.0119,34372.2882,24306.8202,10065.4680,203.6829,0,1736499647
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,0.6033,21008.2436,19497.6572,10498.7385,30175.2076,21450.0503,8725.1573,178.8119,0,1736727179
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,51.7720,15630.2740,14506.3876,7811.1318,22450.5567,16192.2171,6258.3396,133.0372,0,1736843711
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,3460.1252,14109.6102,13095.0663,7051.1896,20266.3500,14705.5227,5560.8272,120.0941,0,1736886707
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,3520.2935,13167.5932,12220.7846,6580.4225,18913.2831,0.0000,18913.2831,112.0761,0,1736863559
0x41fdbea2e52790c0a1dc374f07b628741f2e062d0002000000000000000006be,mainnet,ECLP-stdeUSD-deUSD,0.9899,9308.4786,8639.1575,4651.8540,13370.2407,10011.6417,3358.5991,79.2292,0,1736776487
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,3468.6872,5071.3860,4706.7307,2534.3935,7284.2894,5869.1998,1415.0896,43.1652,0,1736778827
0xb819feef8f0fcdc268afe14162983a69f6bf179e000000000000000000000689,mainnet,sUSDe/USDC,1.0617,4894.3175,4542.3943,2445.9046,7029.9569,5696.0867,1333.8702,41.6580,0,1736874791
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,3489.6693,4879.8790,4528.9939,2438.6890,7009.2181,5681.9707,1327.2474,41.5351,0,1734216827
0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9,mainnet,GHO/USDT/USDC,1.0129,4403.3545,4086.7337,2200.5489,6324.7618,5216.0911,1108.6706,37.4792,0,1736900135
0x63e0d47a6964ad1565345da9bfa66659f4983f02000000000000000000000681,mainnet,pufETH/wstETH,3446.6719,3878.2865,3599.4204,1938.1495,5570.5800,4702.7524,867.8275,33.0101,0,1736745011
0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a,mainnet,weETH/ezETH/rswETH,3464.4296,2639.6634,2449.8599,1319.1553,3791.4827,3491.7985,299.6843,22.4675,0,1736884415
0xf16aee6a71af1a9bc8f56975a4c2705ca7a782bc0002000000000000000004bb,mainnet,20WETH-80ALCX,47.1052,1638.0261,1520.2447,818.5933,2352.7801,2352.7801,0.0000,13.9421,0,1736854031
0xda17f3663c5d04c0b316cfa1a04aa53ebbc8c12c0000000000000000000006e7,mainnet,eBTC/wBTC,95495.2062,1519.2749,1410.0322,759.2481,2182.2117,2182.2117,0.0000,12.9313,0,1736767523
0xb91159aa527d4769cb9faf3e4adb760c7e8c8ea700000000000000000000067c,mainnet,ETHx/wstETH,3447.3413,933.8694,866.7200,466.6954,1341.3640,1341.3640,0.0000,7.9486,0,1736807471
0xdfe6e7e18f6cc65fa13c8d8966013d4fda74b6ba000000000000000000000558,mainnet,ankrETH/wstETH,3487.8185,872.9947,810.2225,436.2736,1253.9266,1253.9266,0.0000,7.4305,0,1736509919
0x40c806394d03d350420d13cd7d1de1c806f349560000000000000000000005f5,mainnet,qETH/WETH,3411.3711,681.0460,632.0758,340.3485,978.2210,978.2210,0.0000,5.7967,0,1735082459
0x4216d5900a6109bba48418b5e2ab6cc4e61cf4770000000000000000000006a1,mainnet,trenSTETH,3448.2238,564.5275,523.9355,282.1191,810.8596,0.0000,810.8596,4.8050,0,1736664587
0xdd59f89b5b07b7844d72996fc9d83d81acc8219600000000000000000000059e,mainnet,uniETH-WETH,3434.6878,427.1036,396.3929,213.4423,613.4706,0.0000,613.4706,3.6353,0,1736463155
0x1d13531bf6344c102280ce4c458781fbf14dad140000000000000000000006df,mainnet,tETH/wstETH,4021.4221,391.6497,363.4883,195.7245,562.5463,0.0000,562.5463,3.3335,0,1736663963
0xcf7b51ce5755513d4be016b0e28d6edeffa1d52a000200000000000000000617,mainnet,80RDNT-20wETH,0.4458,359.8325,333.9589,179.8240,516.8457,0.0000,516.8457,3.0627,0,1736843183
0x8d93b853849b9884e2bb413444ec23eb5366ee910002000000000000000006b3,mainnet,ECLP-sUSDe-GYD,1.0197,298.0850,276.6514,148.9661,0.0000,0.0000,0.0000,-425.6175,0,1736704727
0x9f9d900462492d4c21e9523ca95a7cd86142f298000200000000000000000462,mainnet,50rETH-50RPL,213.0690,263.7865,244.8191,131.8257,0.0000,0.0000,0.0000,-376.6447,0,1736577683
0x1cce5169bde03f3d5ad0206f6bd057953539dae600020000000000000000062b,mainnet,ECLP-GYD-sDAI,1.0229,158.2796,146.8986,79.0993,0.0000,0.0000,0.0000,-225.9979,0,1734683675
0xe7e2c68d3b13d905bbb636709cf4dfd21076b9d20000000000000000000005ca,mainnet,swETH-WETH-BPT,3489.7156,40.8468,37.9097,20.4129,0.0000,0.0000,0.0000,-58.3227,0,1734962111
0x8296057edb832feac03269e9fce8304ebcbabcaf00000000000000000000069c,mainnet,B-baoETH-wstETH-BPT,3596.0634,15.7928,14.6572,7.8924,0.0000,0.0000,0.0000,-22.5496,0,1736679443
