target,platform,amount
0xf8C85bd74FeE26831336B51A90587145391a27Ba,balancer,6814.2432
0xf8C85bd74FeE26831336B51A90587145391a27Ba,aura,14616.5959
0x62A82FE26E21a8807599374CaC8024fae342eF83,balancer,874.2424
0x62A82FE26E21a8807599374CaC8024fae342eF83,aura,0.0000
0xb6d101874B975083C76598542946Fe047f059066,balancer,743.6739
0xb6d101874B975083C76598542946Fe047f059066,aura,0.0000
0x0d1b58fB1fC10F2160178DE1eAE2d520335ee372,balancer,2490.0519
0x0d1b58fB1fC10F2160178DE1eAE2d520335ee372,aura,6572.1132
0xCD41Bc6DC6e9821C4C36848Ff3397493e458A5d1,balancer,76.0289
0xCD41Bc6DC6e9821C4C36848Ff3397493e458A5d1,aura,1394.0182
0xE6a0FD593e6beca161D0D933b4Fb4fecaF49d46a,balancer,677.5279
0xE6a0FD593e6beca161D0D933b4Fb4fecaF49d46a,aura,0.0000
0xf8A95653CC7ee59AfA2304DcC518c431a15C292C,balancer,114.6401
0xf8A95653CC7ee59AfA2304DcC518c431a15C292C,aura,1476.8395
0x8135d6AbFd42707A87A7b94c5CFA3529f9b432AD,balancer,581.7413
0x8135d6AbFd42707A87A7b94c5CFA3529f9b432AD,aura,2478.7746
0x9965713498c74aee49cEf80B2195461F188F24f8,balancer,3796.9177
0x9965713498c74aee49cEf80B2195461F188F24f8,aura,8144.4130
0xa86e8e8CfAe8C9847fA9381d4631c13c7b3466bd,balancer,537.3065
0xa86e8e8CfAe8C9847fA9381d4631c13c7b3466bd,aura,0.0000
0x1e916950A659Da9813EE34479BFf04C732E03deb,balancer,168.9390
0x1e916950A659Da9813EE34479BFf04C732E03deb,aura,1514.9012
0xd75026F8723b94d9a360A282080492d905c6A558,balancer,17285.9061
0xd75026F8723b94d9a360A282080492d905c6A558,aura,37078.3808
0xC859BF9d7B8C557bBd229565124c2C09269F3aEF,balancer,991.2296
0xC859BF9d7B8C557bBd229565124c2C09269F3aEF,aura,5568.4280
0xFc3f916C28f32DEBA1cc04b1F6011F28a691134c,balancer,605.1814
0xFc3f916C28f32DEBA1cc04b1F6011F28a691134c,aura,0.0000
0xf697535848B535900c76f70F1e36EC3985D27862,balancer,0.0000
0xf697535848B535900c76f70F1e36EC3985D27862,aura,1092.4419
0x79eF6103A513951a3b25743DB509E267685726B7,balancer,22747.4446
0x79eF6103A513951a3b25743DB509E267685726B7,aura,0.0000
0xf7B0751Fea697cf1A541A5f57D11058a8fB794ee,balancer,2217.6291
0xf7B0751Fea697cf1A541A5f57D11058a8fB794ee,aura,8199.0628
0xA00DB7d9c465e95e4AA814A9340B9A161364470a,balancer,3209.3616
0xA00DB7d9c465e95e4AA814A9340B9A161364470a,aura,10326.3355
0x0021e01B9fAb840567a8291b864fF783894EabC6,balancer,769.5174
0x0021e01B9fAb840567a8291b864fF783894EabC6,aura,5092.8539
0xa8B309a75f0D64ED632d45A003c68A30e59A1D8b,balancer,3471.2829
0xa8B309a75f0D64ED632d45A003c68A30e59A1D8b,aura,10888.1583
0x0B9Ea598757c7D03FB1937cc16bdD2C9D416ff80,balancer,0.0000
0x0B9Ea598757c7D03FB1937cc16bdD2C9D416ff80,aura,2556.7633
0x253ED65fff980AEE7E94a0dC57BE304426048b35,balancer,0.0000
0x253ED65fff980AEE7E94a0dC57BE304426048b35,aura,2198.7908
0x5C0F23A5c1be65Fa710d385814a7Fd1Bda480b1C,balancer,11566.5934
0x5C0F23A5c1be65Fa710d385814a7Fd1Bda480b1C,aura,28252.6520
0x84f7F5cD2218f31B750E7009Bb6fD34e0b945DaC,balancer,192.1494
0x84f7F5cD2218f31B750E7009Bb6fD34e0b945DaC,aura,3854.3958
0xAC08fde28aa2D123B61a5dB3074cAF72760FfeEB,balancer,0.0000
0xAC08fde28aa2D123B61a5dB3074cAF72760FfeEB,aura,1391.2466
0xe77D45b5dE97aC7717E4EdE6bE16E3D805fF02A5,balancer,718.8674
0xe77D45b5dE97aC7717E4EdE6bE16E3D805fF02A5,aura,0.0000
0xbf65b3fA6c208762eD74e82d4AEfCDDfd0323648,balancer,0.0000
0xbf65b3fA6c208762eD74e82d4AEfCDDfd0323648,aura,1445.1386
0x183D73dA7adC5011EC3C46e33BB50271e59EC976,balancer,0.0000
0x183D73dA7adC5011EC3C46e33BB50271e59EC976,aura,2723.6590
0xf720e9137baa9C7612e6CA59149a5057ab320cFa,balancer,663.3605
0xf720e9137baa9C7612e6CA59149a5057ab320cFa,aura,4865.1465
0x15C84754c7445D0DF6c613f1490cA07654347c1B,balancer,2520.0440
0x15C84754c7445D0DF6c613f1490cA07654347c1B,aura,8847.7447
0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f,payment,89044.4570
