,chain,symbol,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,3208.17,6025.1192,3244.2950,9777.3847,6655.0453,3122.3394,507.9705,0,2025-01-14 15:48:29+00:00
0xf0ad209e2e969eaaa8c882aac71f02d8a047d5c2000200000000000000000b49,polygon,ECLP-WMATIC-stMATIC,155.47,291.9812,157.2206,0,0,0,-449.2018,0,2025-01-14 18:10:41+00:00
0xa8cbbffe0d62797afaf7af0a23810bd5ba39a4dd000200000000000000000f04,polygon,ECLP-GYD-AUSDT,20.34,38.1996,20.5690,0,0,0,-58.7687,0,2025-01-14 16:03:50+00:00
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,23930.29,22124.5968,11913.2444,34240.0864,24239.7576,10000.3286,202.2452,0,2025-01-10 09:00:47+00:00
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,21078.44,19487.9371,10493.5046,30159.5845,21462.3356,8697.2490,178.1429,0,2025-01-13 00:12:59+00:00
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,15645.12,14464.5958,7788.6285,22385.4478,16170.8151,6214.6327,132.2236,0,2025-01-14 08:35:11+00:00
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,14109.61,13044.9498,7024.2037,20188.3999,14675.3790,5513.0208,119.2464,0,2025-01-14 20:31:47+00:00
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,13167.59,12174.0112,6555.2368,18840.5329,0,18840.5330,111.2849,0,2025-01-14 14:05:59+00:00
0x41fdbea2e52790c0a1dc374f07b628741f2e062d0002000000000000000006be,mainnet,ECLP-stdeUSD-deUSD,9292.19,8591.0349,4625.9419,13295.5092,9983.6846,3311.8243,78.5324,0,2025-01-13 13:54:47+00:00
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,5071.39,4688.7212,2524.6960,7256.2778,5873.0397,1383.2381,42.8605,0,2025-01-13 14:33:47+00:00
0xb819feef8f0fcdc268afe14162983a69f6bf179e000000000000000000000689,mainnet,sUSDe/USDC,4894.32,4525.0123,2436.5451,7002.9213,5700.5910,1302.3304,41.3639,0,2025-01-14 17:13:11+00:00
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,4879.88,4511.6619,2429.3564,6982.2603,5686.5278,1295.7326,41.2420,0,2024-12-14 22:53:47+00:00
0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9,mainnet,GHO/USDT/USDC,4403.35,4071.0891,2192.1249,6300.4286,5222.4344,1077.9943,37.2146,0,2025-01-15 00:15:35+00:00
0x63e0d47a6964ad1565345da9bfa66659f4983f02000000000000000000000681,mainnet,pufETH/wstETH,3878.29,3585.6482,1930.7337,5549.1589,4711.0773,838.0815,32.7770,0,2025-01-13 05:10:11+00:00
0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a,mainnet,weETH/ezETH/rswETH,2639.66,2440.4808,1314.1050,3776.8947,3504.7734,272.1213,22.3089,0,2025-01-14 19:53:35+00:00
0xf16aee6a71af1a9bc8f56975a4c2705ca7a782bc0002000000000000000004bb,mainnet,20WETH-80ALCX,1638.60,1514.9572,815.7462,2344.5518,2344.5516,0,13.8485,0,2025-01-14 11:27:11+00:00
0xda17f3663c5d04c0b316cfa1a04aa53ebbc8c12c0000000000000000000006e7,mainnet,eBTC/wBTC,1519.27,1404.6314,756.3400,2173.8112,2173.8112,0,12.8399,0,2025-01-13 11:25:23+00:00
0xb91159aa527d4769cb9faf3e4adb760c7e8c8ea700000000000000000000067c,mainnet,ETHx/wstETH,933.87,863.4035,464.9096,1336.2056,1336.2057,0,7.8925,0,2025-01-13 22:31:11+00:00
0xdfe6e7e18f6cc65fa13c8d8966013d4fda74b6ba000000000000000000000558,mainnet,ankrETH/wstETH,872.99,807.1173,434.6016,1249.0971,1249.0970,0,7.3781,0,2025-01-10 11:51:59+00:00
0x40c806394d03d350420d13cd7d1de1c806f349560000000000000000000005f5,mainnet,qETH/WETH,681.05,629.6604,339.0479,974.4641,974.4641,0,5.7558,0,2024-12-24 23:20:59+00:00
0x4216d5900a6109bba48418b5e2ab6cc4e61cf4770000000000000000000006a1,mainnet,trenSTETH,564.53,521.9326,281.0406,807.7443,0,807.7444,4.7711,0,2025-01-12 06:49:47+00:00
