,chain,symbol,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,6056.05,5911.9494,3183.3574,9095.3067,6794.2487,2301.0580,0,0,2024-10-09 17:28:38+00:00
0xf0ad209e2e969eaaa8c882aac71f02d8a047d5c2000200000000000000000b49,polygon,ECLP-WMATIC-stMATIC,559.50,546.1870,294.1007,840.2877,0,840.2877,0,0,2024-10-09 13:20:57+00:00
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,20677.64,16738.3814,9012.9746,25843.1477,18147.3480,7695.7997,91.7916,0,2024-10-09 17:46:23+00:00
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,12933.42,10469.4983,5637.4222,16164.3343,11528.6936,4635.6406,57.4138,0,2024-10-09 13:22:47+00:00
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,10592.05,8574.1783,4616.8653,13238.0635,9527.6245,3710.4389,47.0199,0,2024-10-06 22:36:59+00:00
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,10183.43,8243.4038,4438.7559,12727.3657,0,12727.3657,45.2060,0,2024-10-09 11:17:23+00:00
0x9f9d900462492d4c21e9523ca95a7cd86142f298000200000000000000000462,mainnet,50rETH-50RPL,6931.43,5610.9362,3021.2734,8662.9795,6399.0489,2263.9306,30.7699,0,2024-10-09 13:44:23+00:00
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,4556.09,3688.1178,1985.9096,5694.2527,4368.9470,1325.3055,20.2253,0,2024-10-09 04:21:59+00:00
0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a,mainnet,weETH/ezETH/rswETH,4221.14,3416.9785,1839.9115,5275.6284,4082.6796,1192.9488,18.7384,0,2024-10-09 04:55:47+00:00
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,3803.67,3079.0399,1657.9446,4753.8696,3725.8858,1027.9837,16.8851,0,2024-10-07 20:08:11+00:00
0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9,mainnet,GHO/USDT/USDC,3716.65,3008.5980,1620.0143,4645.1110,3651.5135,993.5975,16.4988,0,2024-10-09 09:49:11+00:00
0xb819feef8f0fcdc268afe14162983a69f6bf179e000000000000000000000689,mainnet,sUSDe/USDC,3179.88,2574.0870,1386.0468,3974.2498,3192.7591,781.4908,14.1159,0,2024-10-02 12:35:35+00:00
0x4216d5900a6109bba48418b5e2ab6cc4e61cf4770000000000000000000006a1,mainnet,trenSTETH,2755.51,2230.5629,1201.0724,3443.8676,2830.0682,613.7993,12.2323,0,2024-09-28 10:13:23+00:00
0x63e0d47a6964ad1565345da9bfa66659f4983f02000000000000000000000681,mainnet,pufETH/wstETH,2345.23,1898.4446,1022.2394,2931.0950,2479.4193,451.6756,10.4110,0,2024-10-08 21:04:35+00:00
0xf16aee6a71af1a9bc8f56975a4c2705ca7a782bc0002000000000000000004bb,mainnet,20WETH-80ALCX,2296.83,1859.2652,1001.1428,2870.6040,2438.0541,432.5500,10.1960,0,2024-10-06 22:35:47+00:00
0xf01b0684c98cd7ada480bfdf6e43876422fa1fc10002000000000000000005de,mainnet,ECLP-wstETH-wETH,2263.82,1832.5439,986.7544,2829.3477,2409.8417,419.5060,10.0494,0,2024-10-07 08:34:23+00:00
0xcf7b51ce5755513d4be016b0e28d6edeffa1d52a000200000000000000000617,mainnet,80RDNT-20wETH,2126.06,1721.0283,926.7075,2657.1738,2292.1042,365.0695,9.4380,0,2024-10-09 08:09:47+00:00
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,1974.45,1598.3012,860.6237,2467.6899,2162.5296,305.1603,8.7649,0,2024-10-06 22:34:47+00:00
0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,mainnet,rsETH / ETHx,1681.25,1360.9582,732.8236,2101.2453,1911.9441,189.3013,7.4634,0,2024-10-06 17:04:11+00:00
0xdfe6e7e18f6cc65fa13c8d8966013d4fda74b6ba000000000000000000000558,mainnet,ankrETH/wstETH,1478.23,1196.6152,644.3312,1847.5085,1738.4314,109.0771,6.5621,0,2024-10-06 20:35:11+00:00
