Unnamed: 0,chain,symbol,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit,date string
0x4216d5900a6109bba48418b5e2ab6cc4e61cf4770000000000000000000006a1,mainnet,trenSTETH,1113.15,699.5068,376.6575,1091.644,1091.644,0.0,15.4796,0.0,2024-09-28 10:13:23+00:00,2024-09-12_2024-09-26
0x8d93b853849b9884e2bb413444ec23eb5366ee910002000000000000000006b3,mainnet,ECLP-sUSDe-GYD,1038.5,652.5965,351.3981,1018.4362,1018.4361,0.0,14.4415,0.0,2024-09-26 08:41:35+00:00,2024-09-12_2024-09-26
0x1cce5169bde03f3d5ad0206f6bd057953539dae600020000000000000000062b,mainnet,ECLP-GYD-sDAI,608.25,382.2261,205.8141,596.4985,0.0,596.4985,8.4583,0.0,2024-09-26 18:26:35+00:00,2024-09-12_2024-09-26
0x49cbd67651fbabce12d1df18499896ec87bef46f00000000000000000000064a,mainnet,sDAI/3Pool,524.8,329.7859,177.577,514.6608,0.0,514.6607,7.2979,0.0,2024-09-27 08:22:59+00:00,2024-09-12_2024-09-26
0xf7a826d47c8e02835d94fb0aa40f0cc9505cb1340002000000000000000005e0,mainnet,ECLP-wstETH-cbETH,495.66,311.4742,167.7169,0.0,0.0,0.0,-479.1911,0.0,2024-09-23 02:20:23+00:00,2024-09-12_2024-09-26
0xf01b0684c98cd7ada480bfdf6e43876422fa1fc10002000000000000000005de,mainnet,ECLP-wstETH-wETH,447.75,281.3675,151.5056,0.0,0.0,0.0,-432.873,0.0,2024-09-18 22:13:59+00:00,2024-09-12_2024-09-26
0xf16aee6a71af1a9bc8f56975a4c2705ca7a782bc0002000000000000000004bb,mainnet,20WETH-80ALCX,143.07,89.9056,48.4107,0.0,0.0,0.0,-138.3163,0.0,2024-09-27 20:37:35+00:00,2024-09-12_2024-09-26
0xe7e2c68d3b13d905bbb636709cf4dfd21076b9d20000000000000000000005ca,mainnet,swETH-WETH-BPT,124.39,78.1671,42.09,0.0,0.0,0.0,-120.257,0.0,2024-09-25 18:58:59+00:00,2024-09-12_2024-09-26
0x41fdbea2e52790c0a1dc374f07b628741f2e062d0002000000000000000006be,mainnet,ECLP-stdeUSD-deUSD,11.91,7.4843,4.03,0.0,0.0,0.0,-11.5143,0.0,2024-09-27 22:28:35+00:00,2024-09-12_2024-09-26
0x40c806394d03d350420d13cd7d1de1c806f349560000000000000000000005f5,mainnet,qETH/WETH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-03 10:12:35+00:00,2024-09-12_2024-09-26
0x47a4f5440ab097cf3ec7abeedf1afecc5749a4e200000000000000000000068d,mainnet,aETH/wstETH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-09-10 05:44:35+00:00,2024-09-12_2024-09-26
0x5f1f4e50ba51d723f12385a8a9606afc3a0555f5000200000000000000000465,mainnet,50wstETH-50LDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-08-15 17:50:47+00:00,2024-09-12_2024-09-26
0x740a691bd31c4176bcb6b8a7a40f1a723537d99d0000000000000000000006b6,mainnet,cdcETH/wstETH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-09-10 06:23:47+00:00,2024-09-12_2024-09-26
0xb3b675a9a3cb0df8f66caf08549371bfb76a9867000200000000000000000611,mainnet,ECLP-mevETH-wETH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-02 09:27:47+00:00,2024-09-12_2024-09-26
0xdd59f89b5b07b7844d72996fc9d83d81acc8219600000000000000000000059e,mainnet,uniETH-WETH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-09-10 06:19:23+00:00,2024-09-12_2024-09-26
0xff42a9af956617e4c3532ef2fc7567465efe4909000200000000000000000672,mainnet,50KEP/50rsETH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-09-27 04:00:23+00:00,2024-09-12_2024-09-26
0xbad20c15a773bf03ab973302f61fabcea5101f0a000000000000000000000034,gnosis,bb-WETH-wstETH,5160.24,9596.417,5167.3015,14763.7184,9840.4197,4923.2987,0.0,0.0,2024-09-26 23:06:00+00:00,2024-09-12_2024-09-26
0x71e1179c5e197fa551beec85ca2ef8693c61b85b0002000000000000000000a0,gnosis,ECLP-rETH-WETH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-09-28 18:23:40+00:00,2024-09-12_2024-09-26
0x8dd4df4ce580b9644437f3375e54f1ab0980822800020000000000000000009c,gnosis,ECLP-wstETH-WETH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-09-28 18:29:45+00:00,2024-09-12_2024-09-26
0xab99a3e856deb448ed99713dfce62f937e2d4d74000000000000000000000118,base,weETH/wETH,873.91,456.0953,245.5898,1145.5505,0.0,1145.5505,443.8655,0.0,2024-09-28 15:30:57+00:00,2024-09-12_2024-09-26
0xc771c1a5905420daec317b154eb13e4198ba97d0000000000000000000000023,base,rETH-WETH-BPT,537.51,280.5275,151.0533,0.0,0.0,0.0,-431.5807,0.0,2024-09-28 13:21:59+00:00,2024-09-12_2024-09-26
0x0c659734f1eef9c63b7ebdf78a164cdd745586db000000000000000000000046,base,USDC/USDbC/axlUSDC,15.3,7.9851,4.2997,0.0,0.0,0.0,-12.2848,0.0,2024-09-28 17:47:25+00:00,2024-09-12_2024-09-26
0xfd2620c9cfcec7d152467633b3b0ca338d3d78cc00000000000000000000001c,avalanche,sAVAX-WAVAX-BPT,4193.6,1472.6417,792.9609,2265.6027,2173.0637,92.539,0.0,0.0,2024-09-28 17:54:40+00:00,2024-09-12_2024-09-26
0xc13546b97b9b1b15372368dc06529d7191081f5b00000000000000000000001d,avalanche,ggAVAX-WAVAX-BPT,1841.13,646.5387,348.1362,994.675,0.0,994.675,0.0,0.0,2024-09-25 16:38:01+00:00,2024-09-12_2024-09-26
0x32df62dc3aed2cd6224193052ce665dc181658410002000000000000000003bd,arbitrum,RDNT-WETH,6336.81,2361.8733,1271.7779,4339.5325,3086.2593,1253.2735,705.8812,0.0,2024-09-28 18:11:26+00:00,2024-09-12_2024-09-26
0x7b54c44fbe6db6d97fd22b8756f89c0af16202cc00000000000000000000053c,arbitrum,ETHx/wstETH,3476.0,1295.5843,697.6223,2380.4115,1780.4517,599.9598,387.2049,0.0,2024-09-28 16:14:59+00:00,2024-09-12_2024-09-26
0xcdcef9765d369954a4a936064535710f7235110a000200000000000000000558,arbitrum,ECLP-weETH-wstETH,3468.23,1292.6883,696.0629,2375.0903,1776.9052,598.1855,386.3391,0.0,2024-09-28 15:03:24+00:00,2024-09-12_2024-09-26
0xc2598280bfea1fe18dfcabd21c7165c40c6859d30000000000000000000004f3,arbitrum,wstETH/sfrxETH,3386.97,1262.4008,679.7543,2319.4427,1739.8143,579.6283,377.2876,0.0,2024-09-28 16:14:45+00:00,2024-09-12_2024-09-26
0xb61371ab661b1acec81c699854d2f911070c059e000000000000000000000516,arbitrum,ezETH/wstETH,2496.03,930.3272,500.9454,1709.3147,1333.1475,376.1674,278.0421,0.0,2024-09-28 16:22:44+00:00,2024-09-12_2024-09-26
0x2ce4457acac29da4736ae6f5cd9f583a6b335c270000000000000000000004dc,arbitrum,sFRAX/4POOL,1800.67,671.1507,361.3888,1233.123,1015.7527,217.3704,200.5835,0.0,2024-09-28 04:37:07+00:00,2024-09-12_2024-09-26
0x2d6ced12420a9af5a83765a8c48be2afcd1a8feb000000000000000000000500,arbitrum,cbETH/rETH/wstETH,1715.04,639.2344,344.2032,1174.4823,976.6672,197.8153,191.0447,0.0,2024-09-28 03:40:45+00:00,2024-09-12_2024-09-26
0x9791d590788598535278552eecd4b211bfc790cb000000000000000000000498,arbitrum,wstETH-WETH-BPT,1558.92,581.045,312.8704,1067.5695,905.4066,162.1627,173.6542,0.0,2024-09-28 18:25:09+00:00,2024-09-12_2024-09-26
0x7967fa58b9501600d96bd843173b9334983ee6e600020000000000000000056e,arbitrum,ECLP-wstETH-WETH,1380.98,514.7227,277.1584,945.7136,0.0,945.7136,153.8326,0.0,2024-09-27 23:49:11+00:00,2024-09-12_2024-09-26
0x90e6cb5249f5e1572afbf8a96d8a1ca6acffd73900000000000000000000055c,arbitrum,rsETH/wETH,1009.48,376.2562,202.5995,691.3054,0.0,691.3058,112.4497,0.0,2024-09-28 16:40:00+00:00,2024-09-12_2024-09-26
0xd0ec47c54ca5e20aaae4616c25c825c7f48d40690000000000000000000004ef,arbitrum,rETH/wETH BPT,1006.96,375.3169,202.0937,689.5797,0.0,689.58,112.1691,0.0,2024-09-28 18:12:28+00:00,2024-09-12_2024-09-26
0xef0c116a2818a5b1a5d836a291856a321f43c2fb00020000000000000000053a,arbitrum,ECLP-WOETH-WETH,815.31,303.8846,163.6302,0.0,0.0,0.0,-467.5148,0.0,2024-09-28 14:41:08+00:00,2024-09-12_2024-09-26
0x3fd4954a851ead144c2ff72b1f5a38ea5976bd54000000000000000000000480,arbitrum,ankrETH/wstETH-BPT,615.02,229.232,123.4326,0.0,0.0,0.0,-352.6645,0.0,2024-09-27 09:16:10+00:00,2024-09-12_2024-09-26
0x59743f1812bb85db83e9e4ee061d124aaa64290000000000000000000000052b,arbitrum,sUSDe/sFRAX,607.47,226.4179,121.9173,0.0,0.0,0.0,-348.3352,0.0,2024-09-28 08:32:38+00:00,2024-09-12_2024-09-26
0xdeeaf8b0a8cf26217261b813e085418c7dd8f1ee00020000000000000000058f,arbitrum,ECLP-sUSDe-GYD,527.43,196.5852,105.8536,0.0,0.0,0.0,-302.4387,0.0,2024-09-28 13:28:55+00:00,2024-09-12_2024-09-26
0xf13758d6edd1937dcb3f4fe75889b579d400299a000000000000000000000595,arbitrum,weETH/wETH,478.96,178.5193,96.1258,0.0,0.0,0.0,-274.6451,0.0,2024-09-24 08:07:00+00:00,2024-09-12_2024-09-26
0x423a1323c871abc9d89eb06855bf5347048fc4a5000000000000000000000496,arbitrum,4POOL-BPT,460.03,171.4637,92.3266,0.0,0.0,0.0,-263.7902,0.0,2024-09-28 16:07:43+00:00,2024-09-12_2024-09-26
0xa899c63ba9ff275d6bfc83e43ee8e58ff6987584000200000000000000000594,arbitrum,ECLP-rETH-wstETH,405.66,151.1987,81.4147,0.0,0.0,0.0,-232.6134,0.0,2024-09-28 16:25:48+00:00,2024-09-12_2024-09-26
0x7272163a931dac5bbe1cb5fefaf959bb65f7346f000200000000000000000549,arbitrum,ECLP-GYD-AUSDT,356.27,132.7899,71.5023,0.0,0.0,0.0,-204.2922,0.0,2024-09-28 08:40:35+00:00,2024-09-12_2024-09-26
0x6e822c64c00393b2078f2a5bb75c575ab505b55c000200000000000000000548,arbitrum,ECLP-GYD-AUSDC,321.65,119.8863,64.5541,0.0,0.0,0.0,-184.4404,0.0,2024-09-28 00:10:32+00:00,2024-09-12_2024-09-26
0x125bc5a031b2db6733bfa35d914ffa428095978b000200000000000000000514,arbitrum,ECLP-AUSDC-AUSDT,267.23,99.6027,53.6322,0.0,0.0,0.0,-153.2349,0.0,2024-09-27 19:44:26+00:00,2024-09-12_2024-09-26
0xdfa752ca3ff49d4b6dbe08e2d5a111f51773d3950000000000000000000004e8,arbitrum,sFRAX/FRAX,178.09,66.3782,35.7421,0.0,0.0,0.0,-102.1203,0.0,2024-09-25 16:17:11+00:00,2024-09-12_2024-09-26
0x69d9bc07a19caad9ae4ca40af18d5a688839a29900020000000000000000058e,arbitrum,ECLP-gUSDC-AUSDC,119.21,44.4323,23.9251,0.0,0.0,0.0,-68.3574,0.0,2024-09-21 08:07:11+00:00,2024-09-12_2024-09-26
0x315dd595e82bdc0c194f3a38a08fde480d7e5d2100020000000000000000056a,arbitrum,ECLP-wUSDM-GYD,104.6,38.9868,20.9929,0.0,0.0,0.0,-59.9797,0.0,2024-09-28 08:33:55+00:00,2024-09-12_2024-09-26
0x36c2f879f446c3b6533f9703745c0504f3a84885000200000000000000000591,arbitrum,ECLP-sFRAX-aFRAX,98.68,36.7803,19.8048,0.0,0.0,0.0,-56.585,0.0,2024-09-28 17:18:56+00:00,2024-09-12_2024-09-26
0x451b0afd69ace11ec0ac339033d54d2543b088a80000000000000000000004d5,arbitrum,plsRDNT-Stable,13.04,4.8603,2.6171,0.0,0.0,0.0,-7.4774,0.0,2024-09-25 05:13:27+00:00,2024-09-12_2024-09-26
0x14abd18d1fa335e9f630a658a2799b33208763fa00020000000000000000051f,arbitrum,2CLP-AUSDT-USDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-09-28 02:41:54+00:00,2024-09-12_2024-09-26
0x46472cba35e6800012aa9fcc7939ff07478c473e00020000000000000000056c,arbitrum,ECLP-GHO-AUSDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-09-28 15:44:26+00:00,2024-09-12_2024-09-26
0xff38cc0ce0de4476c5a3e78675b48420a851035b000200000000000000000593,arbitrum,ECLP-GHO-GYD-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-09-27 19:04:24+00:00,2024-09-12_2024-09-26
0x9f8ed1acfe0c863381b9081aff2144fc867aa7730002000000000000000004d4,arbitrum,50ANKR/50ankrETH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-02 18:27:12+00:00,2024-09-12_2024-09-26
0xe1f2c039a68a216de6dd427be6c60decf405762a00000000000000000000000e,zkevm,B-wstETH-STABLE,1422.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023-11-23_2023-12-07
0xdf725fde6e89981fb30d9bf999841ac2c160b512000000000000000000000010,zkevm,B-wstETH/rETH-STABLE,502.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023-11-23_2023-12-07
0x1d0a8a31cdb04efac3153237526fb15cc65a252000000000000000000000000f,zkevm,B-rETH-STABLE,286.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023-11-23_2023-12-07
0x65da876a95cd5b6a5880710628c436409b1b29fa00000000000000000000005b,zkevm,wstETH/ankrETH ,34.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023-11-23_2023-12-07
0xb1557cfea06de5a1601a7f0ccf3b515ef431a50d000200000000000000000059,zkevm,ECLP-wETH-rETH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023-11-23_2023-12-07
0xf0ad209e2e969eaaa8c882aac71f02d8a047d5c2000200000000000000000b49,polygon,ECLP-WMATIC-stMATIC,2779.75,3929.79,2116.04,6045.83,2872.37,3173.46,0.0,0.0,,2023-11-23_2023-12-07
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,2696.06,3811.48,2052.33,5863.81,2785.89,3077.92,0.0,0.0,,2023-11-23_2023-12-07
0xee278d943584dd8640eaf4cc6c7a5c80c0073e85000200000000000000000bc7,polygon,ECLP-WMATIC-MATICX,1091.06,1542.45,830.55,2373.0,1127.41,1245.59,0.0,0.0,,2023-11-23_2023-12-07
0x89b753153678bc434c610b7e9182297cada8ff29000000000000000000000c21,polygon,stMATIC-WMATIC-BPT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023-11-23_2023-12-07
0xdc31233e09f3bf5bfe5c10da2014677c23b6894c000000000000000000000c23,polygon,wstETH-WETH-BPT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023-11-23_2023-12-07
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,27987.43,15141.1,8152.9,23466.65,11188.41,12278.24,172.65,0.0,,2023-11-23_2023-12-07
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,20038.84,10840.94,5837.43,16801.97,8010.83,8791.14,123.6,0.0,,2023-11-23_2023-12-07
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,14871.95,8045.67,4332.29,12469.7,5945.3,6524.4,91.74,0.0,,2023-11-23_2023-12-07
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,10398.77,5625.7,3029.22,8719.07,4157.08,4561.99,64.15,0.0,,2023-11-23_2023-12-07
0xf16aee6a71af1a9bc8f56975a4c2705ca7a782bc0002000000000000000004bb,mainnet,20WETH-80ALCX,10003.39,5411.8,2914.05,8387.55,3999.01,4388.54,61.71,0.0,,2023-11-23_2023-12-07
0xf01b0684c98cd7ada480bfdf6e43876422fa1fc10002000000000000000005de,mainnet,ECLP-wstETH-wETH,6065.73,3281.54,1766.98,5085.93,2424.87,2661.06,37.41,0.0,,2023-11-23_2023-12-07
0xcf7b51ce5755513d4be016b0e28d6edeffa1d52a000200000000000000000617,mainnet,RDNT-WETH,5705.23,3086.51,1661.97,4783.67,2280.75,2502.92,35.19,0.0,,2023-11-23_2023-12-07
0xdfe6e7e18f6cc65fa13c8d8966013d4fda74b6ba000000000000000000000558,mainnet,ankrETH/wstETH,5364.4,2902.12,1562.68,4497.88,2144.49,2353.39,33.08,0.0,,2023-11-23_2023-12-07
0xf7a826d47c8e02835d94fb0aa40f0cc9505cb1340002000000000000000005e0,mainnet,ECLP-wstETH-cbETH,3425.02,1852.92,997.73,2871.78,1369.2,1502.58,21.13,0.0,,2023-11-23_2023-12-07
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,2276.14,1231.38,663.05,1908.48,909.93,998.55,14.04,0.0,,2023-11-23_2023-12-07
0xe7e2c68d3b13d905bbb636709cf4dfd21076b9d20000000000000000000005ca,mainnet,swETH-WETH-BPT,2092.44,1132.0,609.54,1754.46,836.49,917.97,12.91,0.0,,2023-11-23_2023-12-07
0xb08885e6026bab4333a80024ec25a1a3e1ff2b8a000200000000000000000445,mainnet,B-staFiETH-WETH-Stable,1843.14,997.13,536.92,1545.42,736.83,808.59,11.37,0.0,,2023-11-23_2023-12-07
0x1ee442b5326009bb18f2f472d3e0061513d1a0ff000200000000000000000464,mainnet,50rETH-50BADGER,986.48,533.68,287.37,827.13,0.0,827.13,6.08,0.0,,2023-11-23_2023-12-07
0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9,mainnet,GHO/USDT/USDC,884.4,478.46,257.63,741.55,0.0,741.55,5.46,0.0,,2023-11-23_2023-12-07
0x9f9d900462492d4c21e9523ca95a7cd86142f298000200000000000000000462,mainnet,50rETH-50RPL,583.55,315.7,169.99,0.0,0.0,0.0,-485.69,0.0,,2023-11-23_2023-12-07
0x37b18b10ce5635a84834b26095a0ae5639dcb7520000000000000000000005cb,mainnet,ETHx-WETH-BPT,199.42,107.89,58.09,0.0,0.0,0.0,-165.98,0.0,,2023-11-23_2023-12-07
0xb9debddf1d894c79d2b2d09f819ff9b856fca55200000000000000000000062a,mainnet,weETH-WETH-BPT,46.6,25.21,13.57,0.0,0.0,0.0,-38.79,0.0,,2023-11-23_2023-12-07
0x35c5c8c7b77942f9d44b535fa590d8b503b2b00c00000000000000000000060d,mainnet,DUSD/sDAI,0.07,0.04,0.02,0.0,0.0,0.0,-0.06,0.0,,2023-11-23_2023-12-07
0x5f1f4e50ba51d723f12385a8a9606afc3a0555f5000200000000000000000465,mainnet,50wstETH-50LDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023-11-23_2023-12-07
0x40c806394d03d350420d13cd7d1de1c806f349560000000000000000000005f5,mainnet,qETH/WETH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023-11-23_2023-12-07
0x127ecc2318d002664cc4515c9f2b22b09b6aea85000200000000000000000602,mainnet,ECLP-swETH-wstETH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023-11-23_2023-12-07
0xb3b675a9a3cb0df8f66caf08549371bfb76a9867000200000000000000000611,mainnet,ECLP-mevETH-wETH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023-11-23_2023-12-07
0x58b645fa247b60f2cb896991fd8956146c9fcb4a00020000000000000000061d,mainnet,80mevETH/20FOLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023-11-23_2023-12-07
0xbad20c15a773bf03ab973302f61fabcea5101f0a000000000000000000000034,gnosis,bb-WETH-wstETH,4519.18,11571.31,6230.71,17802.03,8457.73,9344.3,0.0,0.0,,2023-11-23_2023-12-07
0xfb4c2e6e6e27b5b4a07a36360c89ede29bb3c9b6000000000000000000000026,base,cbETH/WETH,1413.79,1016.22,547.2,2160.32,930.56,1229.76,596.9,0.0,,2023-11-23_2023-12-07
0xc771c1a5905420daec317b154eb13e4198ba97d0000000000000000000000023,base,rETH-WETH-BPT,369.96,265.92,143.19,0.0,0.0,0.0,-409.12,0.0,,2023-11-23_2023-12-07
0x0c659734f1eef9c63b7ebdf78a164cdd745586db000000000000000000000046,base,USDC/USDbC/axlUSDC,169.81,122.06,65.72,0.0,0.0,0.0,-187.78,0.0,,2023-11-23_2023-12-07
0xfd2620c9cfcec7d152467633b3b0ca338d3d78cc00000000000000000000001c,avalanche,sAVAX-WAVAX-BPT,6365.71,2162.05,1164.18,3664.99,1581.8,2083.19,338.76,0.0,,2023-11-23_2023-12-07
0xc13546b97b9b1b15372368dc06529d7191081f5b00000000000000000000001d,avalanche,ggAVAX-WAVAX-BPT,3034.48,1030.63,554.96,1747.08,754.03,993.05,161.49,0.0,,2023-11-23_2023-12-07
0x9fa6ab3d78984a69e712730a2227f20bcc8b5ad900000000000000000000001f,avalanche,yyAVAX-WAVAX-BPT,953.11,323.71,174.31,0.0,0.0,0.0,-498.02,0.0,,2023-11-23_2023-12-07
0xb26f0e66317846bd5fe0cbaa1d269f0efeb05c9600000000000000000000001e,avalanche,USDC-USDT-BPT,4.26,1.45,0.78,0.0,0.0,0.0,-2.23,0.0,,2023-11-23_2023-12-07
0x55bec22f8f6c69137ceaf284d9b441db1b9bfedc000200000000000000000011,avalanche,BPT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023-11-23_2023-12-07
0x32df62dc3aed2cd6224193052ce665dc181658410002000000000000000003bd,arbitrum,RDNT-WETH,28494.34,12016.14,6470.23,18527.43,8823.92,9703.51,41.06,0.0,,2023-11-23_2023-12-07
0x4a2f6ae7f3e5d715689530873ec35593dc28951b000000000000000000000481,arbitrum,wstETH/rETH/cbETH,7493.94,3160.21,1701.65,4872.67,2320.67,2552.0,10.8,0.0,,2023-11-23_2023-12-07
