,chain,symbol,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,7886.06,11459.18,6170.33,17629.51,10328.64,7300.87,0,0,2024-04-04 16:52:51+00:00
0xee278d943584dd8640eaf4cc6c7a5c80c0073e85000200000000000000000bc7,polygon,ECLP-WMATIC-MATICX,2274.36,3304.86,1779.54,5084.40,2978.81,2105.59,0,0,2024-04-04 00:25:46+00:00
0xf0ad209e2e969eaaa8c882aac71f02d8a047d5c2000200000000000000000b49,polygon,ECLP-WMATIC-stMATIC,699.61,1016.60,547.40,1564.00,916.30,647.70,0,0,2024-04-04 10:27:40+00:00
0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a,mainnet,weETH/ezETH/rswETH,83421.25,43320.51,23326.43,66920.50,39206.87,27713.62,273.57,0,2024-04-04 14:10:59+00:00
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,49592.18,25753.13,13867.07,39782.84,23307.67,16475.17,162.64,0,2024-04-04 09:14:35+00:00
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,35780.49,18580.74,10005.02,28703.10,16816.35,11886.75,117.34,0,2024-04-04 16:58:47+00:00
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,26882.26,13959.91,7516.87,21564.93,12634.30,8930.64,88.15,0,2024-04-04 14:28:11+00:00
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,22052.27,11451.70,6166.30,17690.32,10364.27,7326.05,72.31,0,2024-04-04 12:21:11+00:00
0xdedb11a6a23263469567c2881a9b9f8629ee0041000000000000000000000669,mainnet,svETH/wstETH,21682.95,11259.92,6063.03,17394.05,10190.69,7203.36,71.10,0,2024-04-01 01:09:59+00:00
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,15900.79,8257.25,4446.21,12755.60,7473.15,5282.46,52.14,0,2024-04-04 06:53:47+00:00
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,11760.14,6107.02,3288.40,9433.98,5527.11,3906.87,38.56,0,2024-03-28 19:38:59+00:00
